age,sex,race,region,educ,exper,earnings,weeks,hours
43,1,2,2,14,23,46000,52,44
38,1,1,2,16,16,90000,52,50
27,2,1,3,14,7,11000,45,40
41,2,1,2,14,21,35000,52,45
36,1,1,2,12,18,75000,52,45
44,1,1,3,12,26,32000,52,40
47,2,1,3,12,29,17980,52,40
42,2,1,2,12,24,90000,52,40
51,2,1,4,18,27,49000,52,40
30,1,1,4,14,10,15000,40,55
46,1,4,4,16,24,65000,52,36
39,2,1,4,12,21,70000,52,40
26,2,1,4,14,6,4620,24,40
47,1,1,4,12,29,40000,52,40
49,1,1,4,12,31,50000,52,40
53,2,1,2,12,35,35000,52,55
50,2,1,2,7.5,32,26702,52,40
45,1,1,4,20,19,27600,52,50
49,2,1,4,14,29,40000,52,40
25,2,1,2,16,3,29000,52,40
34,2,1,4,16,12,22000,46,30
44,1,1,4,16,22,163000,52,50
34,1,1,2,12,16,42000,52,45
51,1,2,2,14,31,40000,52,40
53,1,1,4,14,33,40000,52,50
29,2,1,4,14,9,4500,30,15
44,2,1,4,18,20,48000,52,40
39,1,1,2,14,19,92000,52,50
40,2,4,4,10,22,6000,52,30
31,1,1,4,18,7,48000,52,45
34,1,2,1,12,16,12000,30,40
51,2,1,1,11,33,37440,52,36
46,2,1,3,16,24,25000,52,40
32,2,1,2,14,12,29000,52,40
31,2,1,3,14,11,15000,52,25
50,2,1,3,20,24,8000,26,30
54,2,1,1,9,36,1680,4,40
26,1,1,3,5.5,8,8500,25,60
29,1,1,3,18,5,75000,52,40
35,2,1,3,12,17,20000,45,42
40,1,2,1,14,20,3000,17,40
54,2,1,1,12,36,30000,52,40
25,1,1,2,11,7,23000,35,40
48,1,1,1,12,30,25000,52,40
43,1,1,1,14,23,46000,52,40
31,1,1,3,14,11,36360,52,48
45,1,1,1,14,25,51350,52,40
33,2,1,3,16,11,108000,52,40
37,1,1,3,12,19,28000,52,40
47,2,1,1,12,29,9210,52,25
45,2,1,1,16,23,60000,52,40
36,2,1,1,14,16,23296,52,16
52,2,1,1,18,28,75000,52,35
46,1,1,1,14,26,87000,52,40
43,2,3,1,14,23,30000,52,38
35,2,1,1,14,15,15000,42,20
51,2,1,1,12,33,18000,40,35
44,2,1,1,14,24,13000,35,40
43,1,1,3,12,25,35000,52,52
37,2,1,2,12,19,3000,26,26
25,2,1,1,16,3,29000,52,50
45,2,1,1,14,25,7200,52,40
50,2,1,3,12,32,22000,52,35
25,1,1,3,12,7,50000,52,40
47,1,1,3,14,27,33000,52,45
40,2,1,3,14,20,14000,52,30
30,2,2,1,12,12,15000,52,40
40,1,1,1,14,20,40000,52,40
42,2,1,1,14,22,3600,40,4
41,1,1,1,14,21,35000,52,55
29,2,1,3,12,11,17000,52,40
50,2,1,1,12,32,8000,39,20
39,2,2,3,16,17,30000,52,20
38,1,1,3,14,18,30000,52,40
38,1,1,1,12,20,30000,52,40
31,1,1,1,14,11,75000,52,50
50,2,1,3,12,32,100000,52,30
31,1,1,1,12,13,24000,52,40
51,1,1,1,14,31,32000,52,40
30,2,1,1,16,8,32000,52,40
26,1,1,1,14,6,27000,52,40
54,1,1,1,16,32,78000,52,35
51,1,4,2,20,25,75000,52,60
33,1,2,2,14,13,43000,52,40
54,2,1,2,7.5,36,13000,52,35
46,2,1,1,12,28,80000,52,40
48,1,1,3,18,24,100000,52,48
27,1,1,3,12,9,35000,52,45
46,2,1,1,16,24,325,1,30
33,2,1,1,12,15,10000,52,12
41,1,1,3,14,21,60000,52,60
30,2,1,3,16,8,58000,52,55
53,1,1,3,20,27,75000,52,50
38,1,1,3,14,18,50000,52,40
40,2,1,3,12,22,30000,52,40
26,1,2,3,14,6,14000,43,60
30,1,1,3,14,10,45000,52,40
54,2,1,1,14,34,32000,52,38
40,2,1,1,16,18,1000,8,40
52,1,1,1,9,34,3000,25,20
45,1,1,1,12,27,35000,52,40
43,1,1,1,10,25,13000,52,40
25,1,1,1,14,5,32247,52,40
51,1,1,3,12,33,69000,52,40
42,2,1,1,12,24,50000,52,50
29,1,1,1,12,11,50000,52,50
32,1,2,3,12,14,700,5,40
47,2,1,1,12,29,25000,52,52
39,2,1,3,14,19,800,10,10
45,2,1,2,12,27,55000,52,40
53,1,5,1,18,29,14000,52,35
26,1,1,2,11,8,11000,52,40
47,2,1,1,12,29,22000,52,38
48,1,2,3,14,28,62000,52,40
49,2,1,3,14,29,20000,52,40
47,1,1,3,12,29,45000,52,40
41,1,1,1,12,23,44950,52,40
32,2,1,3,14,12,25000,52,40
27,1,1,2,12,9,20800,52,75
49,2,2,3,12,31,15000,52,40
51,2,1,2,12,33,35000,52,40
52,1,1,2,18,28,70000,52,40
34,2,1,1,14,14,14000,52,20
25,1,2,3,12,7,20000,52,40
38,1,1,2,14,18,60000,52,40
47,2,1,2,14,27,18000,52,40
49,1,1,1,12,31,70000,44,40
51,1,1,2,16,29,85000,52,40
46,2,5,1,18,22,32000,36,40
53,2,1,1,18,29,60000,42,40
41,2,1,1,16,19,6500,12,40
33,2,1,1,12,15,8200,52,25
29,1,5,2,12,11,29000,52,40
27,1,2,2,12,9,10000,25,40
46,2,1,2,12,28,8000,26,50
29,2,1,1,16,7,41000,40,40
35,2,1,3,12,17,5000,52,10
37,1,4,3,16,15,9600,16,40
40,2,1,1,12,22,18000,52,36
35,1,1,3,12,17,35000,52,40
39,1,1,1,16,17,50000,52,45
25,2,2,3,16,3,24000,52,99
25,1,2,3,14,5,8000,52,20
51,1,1,1,12,33,6000,24,35
49,2,1,4,2.5,31,6000,24,24
29,1,1,1,12,11,36000,52,60
40,1,2,4,16,18,51000,52,40
33,2,1,3,18,9,35400,52,40
26,2,1,4,11,8,11000,52,52
51,1,1,1,16,29,112000,50,40
52,1,1,1,16,30,51500,52,40
26,2,1,3,14,6,32000,52,40
49,2,1,4,18,25,1920,52,4
48,1,1,4,11,30,23000,52,40
35,1,1,2,16,13,14000,52,35
35,2,1,1,16,13,6750,45,10
32,1,1,2,14,12,20540,52,40
35,1,1,2,16,13,40000,36,40
37,1,1,1,16,15,10000,17,40
38,2,1,1,12,20,55000,52,35
35,1,1,4,18,11,404469,50,40
54,1,1,2,16,32,45000,52,40
48,1,1,3,16,26,78000,52,50
34,1,1,2,14,14,4200,42,20
30,1,1,1,12,12,30000,52,40
44,2,1,2,12,26,11500,30,50
49,2,1,2,11,31,26000,52,43
37,2,3,4,5.5,19,3080,48,40
30,1,1,4,2.5,12,19000,30,40
50,1,1,2,16,28,404469,52,40
50,1,1,1,16,28,35000,52,40
50,2,1,4,9,32,16000,52,25
42,1,1,4,2.5,24,28888,52,40
29,1,1,4,12,11,35000,52,40
47,2,1,3,16,25,17000,52,40
38,1,1,4,12,20,12000,26,40
44,1,1,3,2.5,26,53000,52,40
45,1,1,4,12,27,65000,48,50
46,2,1,3,12,28,12000,52,40
48,2,1,2,14,28,51000,52,50
26,1,1,2,11,8,49900,52,50
40,1,1,4,14,20,29000,52,40
27,1,1,4,12,9,15000,52,30
39,1,1,4,5.5,21,28000,52,40
48,2,1,4,5.5,30,18000,52,40
45,2,1,2,12,27,26000,52,40
39,1,1,2,14,19,120000,52,40
35,1,1,2,12,17,46000,52,40
30,1,2,3,12,12,24000,52,45
44,1,1,4,16,22,13000,20,40
48,2,1,3,12,30,25000,52,40
45,2,2,3,14,25,20000,52,40
42,2,1,4,16,20,50000,52,40
32,1,1,4,5.5,14,30000,52,40
47,1,1,4,14,27,45000,52,40
50,1,1,4,20,24,78000,52,40
34,1,1,4,14,14,31000,52,45
47,1,1,4,14,27,36000,52,40
31,2,1,4,18,7,127000,50,40
31,1,1,2,14,11,60000,52,30
41,2,1,2,11,23,16000,52,35
29,2,1,2,14,9,20000,52,40
43,1,1,2,12,25,30000,52,40
35,2,1,4,16,13,23500,52,40
35,1,4,4,14,15,45000,52,40
52,1,1,3,14,32,28500,52,70
50,2,1,2,12,32,18000,52,40
30,1,1,4,14,10,71000,52,40
48,1,1,3,16,26,60000,52,50
38,2,4,4,12,20,27500,49,40
31,1,1,4,16,9,19600,52,37
35,1,1,4,12,17,28000,52,40
27,1,1,2,14,7,48000,52,40
46,2,1,2,14,26,23500,52,40
47,2,1,2,14,27,40000,52,40
26,1,1,2,12,8,1360,16,16
46,2,1,4,5.5,28,2600,52,8
42,1,1,4,12,24,18500,52,40
44,2,1,4,14,24,21000,25,20
47,2,1,2,16,25,30000,42,50
52,2,1,2,12,34,15000,52,50
39,1,5,2,14,19,21700,52,40
44,1,3,4,7.5,26,20500,52,40
30,2,1,3,12,12,1900,19,20
32,1,4,4,20,6,150000,52,40
46,1,1,2,18,22,35500,52,55
37,1,1,2,16,15,34000,52,50
34,2,2,3,16,12,23400,52,40
25,2,1,4,14,5,30000,52,40
45,2,1,3,14,25,4500,40,24
52,2,1,3,16,30,30000,52,40
45,1,1,4,16,23,152392,52,45
45,1,1,3,14,25,58000,52,40
54,1,1,2,12,36,50000,52,40
53,1,1,2,9,35,26000,52,60
33,1,1,4,12,15,22000,52,60
34,1,1,2,16,12,50000,52,40
45,2,4,4,16,23,40000,52,40
50,2,4,4,16,28,21900,52,40
34,1,1,3,11,16,15000,50,40
35,1,1,2,12,17,29000,52,40
51,2,1,3,14,31,51000,52,40
44,1,1,2,12,26,33000,52,40
54,1,1,4,16,32,404469,52,60
45,1,2,3,14,25,80000,52,40
42,1,1,4,12,24,19152,8,48
52,2,1,2,12,34,18200,52,40
30,1,1,2,16,8,27400,52,60
45,2,1,2,10,27,50000,52,40
47,1,1,4,9,29,24000,52,40
52,1,1,2,18,28,100000,52,60
29,1,1,2,16,7,40000,52,47
45,2,1,4,14,25,30000,52,40
32,2,1,3,18,8,41000,52,40
33,2,1,4,14,13,11365,52,40
48,2,4,4,18,24,30000,52,20
49,1,1,4,18,25,65000,52,30
39,1,4,4,12,21,6000,26,20
40,1,1,2,16,18,85000,52,60
38,2,1,2,16,16,37000,52,40
40,1,1,4,14,20,37500,52,40
33,1,1,4,12,15,19000,52,65
25,2,1,4,12,7,19000,52,40
42,2,1,2,12,24,10000,52,35
51,1,1,3,7.5,33,70910,52,70
48,2,1,3,9,30,30000,52,40
52,2,4,4,14,32,10000,52,40
34,2,1,4,14,14,25000,52,10
28,1,1,2,14,8,74000,52,65
30,2,1,4,18,6,40000,52,40
30,2,1,2,16,8,7630,52,20
33,1,1,1,14,13,65000,52,40
37,1,1,3,12,19,8000,32,45
42,2,1,3,12,24,11000,52,40
48,2,1,2,14,28,38000,52,40
25,2,1,3,12,7,22000,52,25
45,2,1,1,14,25,8000,52,35
47,2,2,3,16,25,55000,52,40
35,1,1,3,16,13,81000,49,40
42,1,1,1,14,22,75000,52,40
39,1,1,1,12,21,23400,52,40
53,2,1,1,12,35,26000,52,40
28,2,1,1,12,10,25000,52,30
51,2,2,3,10,33,16000,52,40
34,2,2,3,14,14,31000,52,40
26,1,2,3,12,8,20000,52,40
54,2,1,1,18,30,63000,52,80
52,2,1,3,16,30,27500,52,40
29,2,1,3,14,9,11800,52,30
36,2,1,3,12,18,15600,52,40
43,1,4,1,16,21,50000,52,40
36,1,1,1,16,14,150000,52,50
46,2,1,1,12,28,13970,39,40
35,1,1,3,12,17,35000,52,40
30,1,4,2,12,12,17000,52,50
31,2,1,3,12,13,2800,10,25
54,2,1,3,12,36,14200,52,60
48,1,1,2,14,28,34000,51,40
48,1,1,2,14,28,37000,52,44
47,2,1,2,12,29,52000,50,70
47,2,1,2,14,27,60000,52,60
26,1,2,2,10,8,33000,52,40
26,1,1,2,11,8,35000,52,40
27,1,1,3,10,9,32000,52,40
43,1,2,3,11,25,13260,52,40
27,2,1,1,18,3,40000,52,40
45,1,1,3,12,27,43664,52,40
44,2,1,3,14,24,48000,52,40
27,1,1,2,16,5,50000,52,50
48,2,1,3,16,26,300,52,40
32,1,1,3,16,10,38000,52,45
36,2,1,3,12,18,7500,52,40
45,1,1,1,12,27,40000,52,40
54,2,1,2,12,36,28000,52,44
25,2,1,1,16,3,43000,52,40
44,2,1,2,12,26,10000,52,36
32,1,1,1,12,14,31000,52,40
45,1,1,3,16,23,18000,52,50
30,2,1,3,14,10,18000,52,41
51,1,1,1,18,27,59000,52,43
37,1,1,3,12,19,44000,52,40
47,2,1,1,14,27,39000,52,40
50,1,1,3,14,30,55000,52,40
40,2,1,3,14,20,50000,52,40
29,2,2,3,12,11,33000,52,40
45,2,1,2,11,27,20800,52,40
27,1,1,3,12,9,17000,52,40
46,2,2,3,10,28,16640,52,40
38,1,1,1,18,14,404469,52,50
37,1,1,1,14,17,62000,52,40
45,1,1,1,18,21,404469,52,60
38,1,4,1,12,20,10000,28,45
49,2,1,2,14,29,10000,52,35
27,2,1,1,11,9,25000,52,50
29,1,1,3,12,11,75000,52,40
51,2,1,2,18,27,65000,52,40
44,1,1,3,14,24,58100,42,40
42,2,2,1,14,22,31000,52,40
30,2,1,2,12,12,16000,40,25
43,1,1,1,16,21,150000,52,55
25,2,2,1,14,5,30000,30,60
34,2,2,1,18,10,47000,52,40
52,2,2,2,14,32,21000,52,32
28,1,1,1,12,10,29000,52,40
43,1,1,2,14,23,23700,25,40
53,1,1,2,20,27,73000,50,50
42,1,1,4,5.5,24,36000,52,40
29,1,4,2,12,11,26000,52,40
48,1,1,1,16,26,200000,52,60
44,2,1,1,12,26,29000,52,44
48,2,2,1,12,30,22400,52,40
41,1,1,4,11,23,7000,28,40
43,2,3,1,7.5,25,40000,49,72
25,1,2,3,12,7,40000,52,40
46,2,1,2,12,28,10000,30,30
31,1,2,4,14,11,35000,52,40
46,2,1,4,12,28,12000,52,32
36,2,1,2,5.5,18,15000,52,40
42,1,3,4,12,24,15000,52,40
29,1,1,4,9,11,20000,52,40
41,1,1,3,11,23,36000,52,40
34,1,1,4,12,16,41600,52,40
26,1,1,4,14,6,35000,52,40
52,2,1,4,14,32,45000,52,40
44,2,1,4,12,26,3000,12,40
29,2,1,2,14,9,37000,52,40
51,2,1,2,16,29,5200,40,36
45,1,1,2,12,27,53000,52,40
52,2,1,3,16,30,32000,52,57
51,2,1,4,12,33,14000,52,40
43,2,1,4,14,23,28000,52,40
28,1,5,4,12,10,22000,52,40
33,1,1,4,5.5,15,4000,20,31
42,1,1,2,14,22,43264,52,45
39,2,1,2,14,19,38000,52,36
43,2,1,4,12,25,16000,52,40
53,2,1,4,14,33,9000,12,24
47,1,1,4,18,23,200000,52,55
53,2,1,2,14,33,167710,52,40
37,2,1,2,12,19,13200,52,36
25,1,1,4,12,7,35000,52,40
29,1,1,4,20,3,18500,26,70
41,2,5,4,12,23,50000,52,32
48,1,4,4,12,30,62000,52,40
48,1,1,2,14,28,50000,52,45
38,2,1,4,12,20,8200,39,32
25,1,1,4,12,7,22000,52,40
29,2,4,4,12,11,26400,52,40
43,1,2,4,12,25,26000,52,40
44,1,1,3,16,22,5300,48,40
29,2,1,4,14,9,9000,30,40
52,1,1,4,16,30,74000,52,50
37,1,1,2,14,17,51000,52,40
42,1,1,2,14,22,28000,52,40
34,1,1,2,14,14,50000,52,70
29,1,1,2,14,9,12000,52,60
29,2,1,2,16,7,51000,52,40
54,1,1,2,16,32,40000,52,40
30,2,1,4,14,10,3000,52,4
25,1,1,2,16,3,45000,52,45
49,1,1,2,14,29,82000,52,40
49,1,1,2,12,31,84000,52,40
54,2,1,2,16,32,20400,46,35
31,1,1,3,14,11,36400,52,50
45,1,1,4,14,25,150000,52,60
34,2,2,4,12,16,12000,34,40
43,2,1,2,14,23,10600,52,20
26,1,1,4,12,8,47000,45,48
44,2,1,4,12,26,20090,52,40
39,2,1,4,12,21,8424,39,32
35,2,1,2,14,15,60000,52,50
45,2,1,2,14,25,50000,52,40
35,2,1,3,16,13,400,17,9
50,1,1,4,12,32,25760,46,40
27,1,1,3,9,9,36000,52,40
48,2,1,3,14,28,17000,52,40
45,1,1,4,12,27,35000,52,40
47,2,1,2,16,25,60000,52,40
35,2,1,4,14,15,16000,52,40
46,1,1,4,14,26,50000,52,30
50,2,5,4,14,30,11148,20,40
36,1,1,2,12,18,20000,52,40
49,1,1,2,12,31,9800,52,40
33,1,1,2,12,15,18000,52,39
33,2,1,3,11,15,8280,52,26
37,1,1,4,12,19,26000,52,40
28,1,1,4,14,8,15000,52,40
43,1,1,4,12,25,46000,52,40
48,1,1,4,16,26,29300,52,60
43,2,1,4,14,23,40000,52,55
30,1,1,2,18,6,8000,12,40
36,2,1,4,12,18,35000,52,45
39,1,1,4,18,15,60000,52,35
25,1,1,4,16,3,7000,36,40
50,2,1,4,16,28,65000,52,40
38,2,1,4,12,20,31000,52,37
46,2,1,2,12,28,35000,52,35
28,2,2,2,14,8,12500,52,36
39,2,1,3,12,21,8000,30,40
28,2,1,3,12,10,25000,52,40
43,2,1,2,16,21,29000,52,40
52,2,1,3,14,32,21000,52,45
28,2,1,4,12,10,5000,52,8
39,2,1,4,16,17,43000,32,36
48,1,1,4,12,30,30000,52,40
39,2,1,4,16,17,43000,52,45
28,2,2,1,12,10,11700,52,40
38,2,1,1,16,16,12200,52,22
35,1,2,4,14,15,45000,52,45
27,2,1,2,5.5,9,22000,51,40
38,1,1,2,5.5,20,25000,52,40
26,2,1,4,12,8,40000,52,40
37,1,1,4,12,19,36000,52,40
45,2,1,3,7.5,27,15000,52,40
28,2,1,4,10,10,9500,39,40
33,1,1,3,14,13,47500,52,50
33,2,1,2,5.5,15,9000,52,35
43,2,2,1,14,23,33000,52,40
32,1,3,4,14,12,17800,51,36
44,2,1,3,16,22,55000,52,50
44,2,1,4,14,24,20000,52,32
31,2,4,4,12,13,48000,52,40
30,2,1,3,12,12,29172,52,40
35,1,1,4,16,13,30000,38,43
42,2,1,2,14,22,6000,24,12
37,1,1,2,12,19,36088,52,40
54,1,4,2,12,36,90000,52,40
52,2,1,3,12,34,12000,52,40
54,1,1,2,12,36,28000,52,52
25,1,1,1,16,3,22000,52,40
47,1,4,1,16,25,120000,52,50
45,2,1,1,14,25,40000,52,35
52,2,1,1,16,30,48500,52,40
48,1,1,3,18,24,404469,52,50
41,1,1,4,12,23,29600,52,40
41,2,1,4,14,21,16000,52,12
40,2,1,3,14,20,11980,52,30
25,1,1,1,12,7,18000,34,40
34,2,1,3,16,12,40000,52,40
50,1,1,3,18,26,90000,52,45
53,2,2,4,14,33,21005,50,40
46,1,1,1,14,26,45000,52,85
43,2,1,3,16,21,12000,52,40
35,2,1,1,18,11,10000,10,40
35,1,1,1,16,13,100000,52,40
50,1,1,2,14,30,48000,52,40
48,2,1,2,16,26,70000,52,50
46,1,1,3,11,28,18000,52,28
28,2,1,3,18,4,28000,52,45
54,2,2,1,10,36,12376,52,35
42,2,1,4,12,24,24000,52,30
41,1,1,4,10,23,36000,52,40
47,1,1,4,12,29,44000,52,60
33,1,1,4,16,11,58000,52,50
53,1,1,2,14,33,36000,52,40
25,2,1,1,12,7,4000,14,40
32,1,1,3,10,14,18000,52,40
42,1,1,3,14,22,34000,52,40
31,2,4,3,18,7,80000,52,50
36,2,1,3,12,18,13000,39,50
30,1,1,4,12,12,30000,52,40
51,1,1,4,12,33,25000,52,40
42,1,1,4,20,16,42989,52,40
51,1,1,4,16,29,75000,48,40
29,2,1,4,16,7,19153,52,38
53,2,1,3,12,35,18000,52,40
45,2,1,2,16,23,3000,20,5
42,1,1,2,12,24,60000,52,40
51,2,2,1,12,33,47000,52,40
38,1,2,1,16,16,62000,52,40
46,2,1,3,10,28,18000,52,40
49,2,1,2,16,27,28800,49,40
51,1,1,3,12,33,40000,52,50
30,1,1,1,12,12,45000,52,50
27,1,1,3,11,9,45000,52,40
49,1,1,3,12,31,20000,52,40
35,2,1,2,14,15,29000,52,40
44,1,1,3,12,26,45000,52,60
50,2,1,2,12,32,34000,52,40
50,1,1,3,12,32,28500,52,40
43,1,1,3,14,23,48000,52,50
36,2,1,3,16,14,32000,52,40
44,2,1,2,16,22,8000,39,35
33,2,2,2,18,9,67000,52,38
44,2,1,3,16,22,40000,52,40
45,1,1,1,18,21,404469,52,60
49,2,1,1,12,31,27000,52,37
50,1,1,2,14,30,50000,52,60
33,2,2,1,10,15,15000,52,40
51,2,1,3,12,33,18000,52,40
45,2,2,3,12,27,14000,40,30
49,1,1,3,16,27,52000,52,40
49,2,1,3,16,27,3000,52,12
53,1,1,1,12,35,22000,52,40
26,2,1,1,16,4,29000,52,40
53,1,1,3,18,29,404469,52,70
44,2,1,2,9,26,30887,52,40
46,1,1,2,16,24,37000,42,40
31,2,1,1,16,9,28500,52,40
